data,simbolo,peso,p,b,score,cenario,suporte
2025-08-20,TSTUSDT,0.1,1.0,171735.90504451044,0.16973590504451042,++++,1.0
2025-08-20,AEURUSDT,0.1,1.0,38861.0647375256,0.036861064737525595,++,1.0
2025-08-20,ARPAUSDT,0.1,1.0,37583.89261744966,0.03558389261744965,++++,1.0
2025-08-20,BERAUSDT,0.1,1.0,36734.69387755102,0.034734693877551015,+++++,1.0
2025-08-20,KAITOUSDT,0.1,1.0,22699.786026607162,0.02069978602660716,++++,1.0
