simbolo,cenario,retorno_proximo,ganhos,perdas,is_ganho_futuro,dia1,dia2,dia3,dia4,dia5,dia6,dia7,dia8,dia9,media_is_ganho_futuro
AMPUSDT,++,0.002227791701475912,0.002227791701475912,,1,0.014500995166334851,0.006446188340807124,,,,,,,,0.2857142857142857
AMPUSDT,++,-0.01000277854959708,,-0.01000277854959708,0,0.006446188340807124,0.002227791701475912,,,,,,,,0.2857142857142857
AMPUSDT,++,0.0033039647577093323,0.0033039647577093323,,1,0.005613247263541954,0.013675690761931314,,,,,,,,0.2857142857142857
AMPUSDT,++,-0.016465422612513714,,-0.016465422612513714,0,0.013675690761931314,0.0033039647577093323,,,,,,,,0.2857142857142857
AMPUSDT,+++,-0.01000277854959708,,-0.01000277854959708,0,0.014500995166334851,0.006446188340807124,0.002227791701475912,,,,,,,0.2857142857142857
AMPUSDT,+++,-0.016465422612513714,,-0.016465422612513714,0,0.005613247263541954,0.013675690761931314,0.0033039647577093323,,,,,,,0.2857142857142857
ANIMEUSDT,++,-0.010548523206751148,,-0.010548523206751148,0,0.020529443544030412,0.0037056643726840477,,,,,,,,0.2857142857142857
ANIMEUSDT,++,0.03968697596422577,0.03968697596422577,,1,0.015169194865811031,0.028160919540229923,,,,,,,,0.2857142857142857
ANIMEUSDT,++,-0.04999999999999982,,-0.04999999999999982,0,0.028160919540229923,0.03968697596422577,,,,,,,,0.2857142857142857
ANIMEUSDT,++,0.009413067552602516,0.009413067552602516,,1,0.02093944538766257,0.0011086474501107446,,,,,,,,0.2857142857142857
ANIMEUSDT,++,-0.010970927043335132,,-0.010970927043335132,0,0.0011086474501107446,0.009413067552602516,,,,,,,,0.2857142857142857
ANIMEUSDT,+++,-0.04999999999999982,,-0.04999999999999982,0,0.015169194865811031,0.028160919540229923,0.03968697596422577,,,,,,,0.2857142857142857
ANIMEUSDT,+++,-0.010970927043335132,,-0.010970927043335132,0,0.02093944538766257,0.0011086474501107446,0.009413067552602516,,,,,,,0.2857142857142857
ANKRUSDT,++,-0.01211072664359869,,-0.01211072664359869,0,0.005917159763313862,0.020000000000000018,,,,,,,,0.0
ANKRUSDT,++,-0.022012578616352307,,-0.022012578616352307,0,0.014734144778987712,0.0037878787878788955,,,,,,,,0.0
ANKRUSDT,++,-0.007599746675110763,,-0.007599746675110763,0,0.022816166883963485,0.006373486297004405,,,,,,,,0.0
APEUSDT,++,0.009257853999089294,0.009257853999089294,,1,0.0003092624091540763,0.018550007729169815,,,,,,,,0.2
APEUSDT,++,-0.017293233082706916,,-0.017293233082706916,0,0.018550007729169815,0.009257853999089294,,,,,,,,0.2
APEUSDT,++,-0.008314313661558548,,-0.008314313661558548,0,0.014637391882900808,0.005573770491803298,,,,,,,,0.2
APEUSDT,++,-0.0008294625082947427,,-0.0008294625082947427,0,0.019120135363790203,0.0008301510874979545,,,,,,,,0.2
APEUSDT,+++,-0.017293233082706916,,-0.017293233082706916,0,0.0003092624091540763,0.018550007729169815,0.009257853999089294,,,,,,,0.2
APTUSDT,++,0.008681925808997626,0.008681925808997626,,1,0.007132667617689048,0.025495750708215192,,,,,,,,0.2
APTUSDT,++,-0.018192488262910755,,-0.018192488262910755,0,0.025495750708215192,0.008681925808997626,,,,,,,,0.2
APTUSDT,++,-0.014913007456503702,,-0.014913007456503702,0,0.007627118644067954,0.015138772077375906,,,,,,,,0.2
APTUSDT,++,-0.0010519671786239915,,-0.0010519671786239915,0,0.0010651896037494613,0.011491806767397472,,,,,,,,0.2
APTUSDT,++,0.008658008658008587,0.008658008658008587,,1,0.00315922493681553,0.018475750577367167,,,,,,,,0.2
APTUSDT,++,-0.010423053341508282,,-0.010423053341508282,0,0.018475750577367167,0.008658008658008587,,,,,,,,0.2
APTUSDT,++,-0.002375296912114022,,-0.002375296912114022,0,0.004143044047099975,0.005646036916395092,,,,,,,,0.2
APTUSDT,++,-0.002741603838245288,,-0.002741603838245288,0,0.007901464094817623,0.009222965183306453,,,,,,,,0.2
APTUSDT,+++,-0.018192488262910755,,-0.018192488262910755,0,0.007132667617689048,0.025495750708215192,0.008681925808997626,,,,,,,0.2
APTUSDT,+++,-0.010423053341508282,,-0.010423053341508282,0,0.00315922493681553,0.018475750577367167,0.008658008658008587,,,,,,,0.2
ARBUSDT,++,-0.03896778662971956,,-0.03896778662971956,0,0.03772865853658525,0.060227690047741644,,,,,,,,0.0
ARBUSDT,++,-0.026765375854214124,,-0.026765375854214124,0,0.013221854948473721,0.010938399539435872,,,,,,,,0.0
ARDRUSDT,++,-0.002179327521793284,,-0.002179327521793284,0,0.0005260389268806342,0.013249211356466839,,,,,,,,0.2
ARDRUSDT,++,0.0061890275883773604,0.0061890275883773604,,1,0.007402639201802286,0.01522896698615539,,,,,,,,0.2
ARDRUSDT,++,-0.027418682235196057,,-0.027418682235196057,0,0.01522896698615539,0.0061890275883773604,,,,,,,,0.2
ARDRUSDT,++,-0.007342143906020504,,-0.007342143906020504,0,0.00010719262514724548,0.021864951768488794,,,,,,,,0.2
ARDRUSDT,+++,-0.027418682235196057,,-0.027418682235196057,0,0.007402639201802286,0.01522896698615539,0.0061890275883773604,,,,,,,0.2
ARKUSDT,++,0.005122732123799212,0.005122732123799212,,1,0.0012981393336217728,0.012316335350043284,,,,,,,,0.2
ARKUSDT,++,-0.014228073901040528,,-0.014228073901040528,0,0.012316335350043284,0.005122732123799212,,,,,,,,0.2
ARKUSDT,++,-0.0015709156193894902,,-0.0015709156193894902,0,0.008701625830089377,0.011577752553916021,,,,,,,,0.2
ARKUSDT,++,-0.000911369332421974,,-0.000911369332421974,0,0.01979967388772419,0.002512562814070307,,,,,,,,0.2
ARKUSDT,+++,-0.014228073901040528,,-0.014228073901040528,0,0.0012981393336217728,0.012316335350043284,0.005122732123799212,,,,,,,0.2
ARPAUSDT,++,-0.013474887709269079,,-0.013474887709269079,0,0.008684863523573227,0.004100041000410171,,,,,,,,0.75
ARPAUSDT,++,-0.007978723404255317,,-0.007978723404255317,0,0.005909090909091086,0.019430637144148166,,,,,,,,0.75
ARPAUSDT,++,0.002702702702702675,0.002702702702702675,,1,0.025415896487985368,0.00045065344749883884,,,,,,,,0.75
ARPAUSDT,++,0.0040431266846361336,0.0040431266846361336,,1,0.00045065344749883884,0.002702702702702675,,,,,,,,0.75
ARPAUSDT,++,0.037583892617449655,0.037583892617449655,,1,0.002702702702702675,0.0040431266846361336,,,,,,,,0.75
ARPAUSDT,+++,0.0040431266846361336,0.0040431266846361336,,1,0.025415896487985368,0.00045065344749883884,0.002702702702702675,,,,,,,0.75
ARPAUSDT,+++,0.037583892617449655,0.037583892617449655,,1,0.00045065344749883884,0.002702702702702675,0.0040431266846361336,,,,,,,0.75
ARPAUSDT,++++,0.037583892617449655,0.037583892617449655,,1,0.025415896487985368,0.00045065344749883884,0.002702702702702675,0.0040431266846361336,,,,,,0.75
ASRUSDT,++,-0.0451701212358232,,-0.0451701212358232,0,0.02149457613499406,0.005703048180924375,,,,,,,,0.0
ASTRUSDT,++,-0.020771513353115778,,-0.020771513353115778,0,0.013323182337266815,0.01277235161532686,,,,,,,,0.0
ASTRUSDT,++,-0.005978477481068167,,-0.005978477481068167,0,0.008968609865470878,0.013737373737373826,,,,,,,,0.0
ATMUSDT,++,-0.021410579345088165,,-0.021410579345088165,0,0.01287001287001277,0.008894536213468918,,,,,,,,0.25
ATMUSDT,++,0.00383386581469658,0.00383386581469658,,1,0.005810200129115595,0.00449293966623876,,,,,,,,0.25
ATMUSDT,++,-0.005728835136855404,,-0.005728835136855404,0,0.00449293966623876,0.00383386581469658,,,,,,,,0.25
ATMUSDT,+++,-0.005728835136855404,,-0.005728835136855404,0,0.005810200129115595,0.00449293966623876,0.00383386581469658,,,,,,,0.25
ATOMUSDT,++,-0.016486871565235206,,-0.016486871565235206,0,0.016684045881126153,0.007794871794871927,,,,,,,,0.0
ATOMUSDT,++,-0.023664785062961324,,-0.023664785062961324,0,0.006438721136767578,0.01610412530333094,,,,,,,,0.0
AUCTIONUSDT,++,-0.02327746741154557,,-0.02327746741154557,0,0.010466222645099776,0.011299435028248705,,,,,,,,0.0
AUSDT,++,-0.01611785095320617,,-0.01611785095320617,0,0.006723283793347301,0.01405975395430592,,,,,,,,0.0
AUSDT,++,-0.013061851709565753,,-0.013061851709565753,0,0.005451713395638658,0.008133230054221396,,,,,,,,0.0
AUSDT,++,-0.0001970055161546469,,-0.0001970055161546469,0,0.023208879919273562,0.0011834319526629056,,,,,,,,0.0
AVAUSDT,++,-0.020954781786670984,,-0.020954781786670984,0,0.01403905115378401,0.010025461489497234,,,,,,,,0.2
AVAUSDT,++,0.006303624584135692,0.006303624584135692,,1,0.003768167952628687,0.020915266356810847,,,,,,,,0.2
AVAUSDT,++,-0.015138333043327012,,-0.015138333043327012,0,0.020915266356810847,0.006303624584135692,,,,,,,,0.2
AVAUSDT,++,-0.0019335559852345918,,-0.0019335559852345918,0,0.020010816657652697,0.0054789678331566005,,,,,,,,0.2
AVAUSDT,+++,-0.015138333043327012,,-0.015138333043327012,0,0.003768167952628687,0.020915266356810847,0.006303624584135692,,,,,,,0.2
AVAXUSDT,++,0.015300117693213044,0.015300117693213044,,1,0.006821829855537587,0.01594260661618163,,,,,,,,0.5757575757575758
AVAXUSDT,++,-0.013137557959814528,,-0.013137557959814528,0,0.01594260661618163,0.015300117693213044,,,,,,,,0.5757575757575758
AVAXUSDT,++,-0.019841269841269882,,-0.019841269841269882,0,0.017409766454352438,0.05175292153589317,,,,,,,,0.5757575757575758
AVAXUSDT,++,-0.0016638935108153063,,-0.0016638935108153063,0,0.015241320914479273,0.002502085070892335,,,,,,,,0.5757575757575758
AVAXUSDT,++,0.005334427574887224,0.005334427574887224,,1,0.010833333333333472,0.004534212695795459,,,,,,,,0.5757575757575758
AVAXUSDT,++,0.013061224489795853,0.013061224489795853,,1,0.004534212695795459,0.005334427574887224,,,,,,,,0.5757575757575758
AVAXUSDT,++,0.00966962127316684,0.00966962127316684,,1,0.005334427574887224,0.013061224489795853,,,,,,,,0.5757575757575758
AVAXUSDT,++,0.005586592178770999,0.005586592178770999,,1,0.013061224489795853,0.00966962127316684,,,,,,,,0.5757575757575758
AVAXUSDT,++,0.001984126984126977,0.001984126984126977,,1,0.00966962127316684,0.005586592178770999,,,,,,,,0.5757575757575758
AVAXUSDT,++,-0.04712871287128717,,-0.04712871287128717,0,0.005586592178770999,0.001984126984126977,,,,,,,,0.5757575757575758
AVAXUSDT,++,-0.015906236919213,,-0.015906236919213,0,0.009733389758781241,0.0012573344509640982,,,,,,,,0.5757575757575758
AVAXUSDT,++,0.010167992926613634,0.010167992926613634,,1,0.006230529595015577,0.0004422821760283746,,,,,,,,0.5757575757575758
AVAXUSDT,++,0.003938730853391581,0.003938730853391581,,1,0.0004422821760283746,0.010167992926613634,,,,,,,,0.5757575757575758
AVAXUSDT,++,-0.003923278116826467,,-0.003923278116826467,0,0.010167992926613634,0.003938730853391581,,,,,,,,0.5757575757575758
AVAXUSDT,+++,-0.013137557959814528,,-0.013137557959814528,0,0.006821829855537587,0.01594260661618163,0.015300117693213044,,,,,,,0.5757575757575758
AVAXUSDT,+++,0.013061224489795853,0.013061224489795853,,1,0.010833333333333472,0.004534212695795459,0.005334427574887224,,,,,,,0.5757575757575758
AVAXUSDT,+++,0.00966962127316684,0.00966962127316684,,1,0.004534212695795459,0.005334427574887224,0.013061224489795853,,,,,,,0.5757575757575758
AVAXUSDT,+++,0.005586592178770999,0.005586592178770999,,1,0.005334427574887224,0.013061224489795853,0.00966962127316684,,,,,,,0.5757575757575758
AVAXUSDT,+++,0.001984126984126977,0.001984126984126977,,1,0.013061224489795853,0.00966962127316684,0.005586592178770999,,,,,,,0.5757575757575758
AVAXUSDT,+++,-0.04712871287128717,,-0.04712871287128717,0,0.00966962127316684,0.005586592178770999,0.001984126984126977,,,,,,,0.5757575757575758
AVAXUSDT,+++,0.003938730853391581,0.003938730853391581,,1,0.006230529595015577,0.0004422821760283746,0.010167992926613634,,,,,,,0.5757575757575758
AVAXUSDT,+++,-0.003923278116826467,,-0.003923278116826467,0,0.0004422821760283746,0.010167992926613634,0.003938730853391581,,,,,,,0.5757575757575758
AVAXUSDT,++++,0.00966962127316684,0.00966962127316684,,1,0.010833333333333472,0.004534212695795459,0.005334427574887224,0.013061224489795853,,,,,,0.5757575757575758
AVAXUSDT,++++,0.005586592178770999,0.005586592178770999,,1,0.004534212695795459,0.005334427574887224,0.013061224489795853,0.00966962127316684,,,,,,0.5757575757575758
AVAXUSDT,++++,0.001984126984126977,0.001984126984126977,,1,0.005334427574887224,0.013061224489795853,0.00966962127316684,0.005586592178770999,,,,,,0.5757575757575758
AVAXUSDT,++++,-0.04712871287128717,,-0.04712871287128717,0,0.013061224489795853,0.00966962127316684,0.005586592178770999,0.001984126984126977,,,,,,0.5757575757575758
AVAXUSDT,++++,-0.003923278116826467,,-0.003923278116826467,0,0.006230529595015577,0.0004422821760283746,0.010167992926613634,0.003938730853391581,,,,,,0.5757575757575758
AVAXUSDT,+++++,0.005586592178770999,0.005586592178770999,,1,0.010833333333333472,0.004534212695795459,0.005334427574887224,0.013061224489795853,0.00966962127316684,,,,,0.5757575757575758
AVAXUSDT,+++++,0.001984126984126977,0.001984126984126977,,1,0.004534212695795459,0.005334427574887224,0.013061224489795853,0.00966962127316684,0.005586592178770999,,,,,0.5757575757575758
AVAXUSDT,+++++,-0.04712871287128717,,-0.04712871287128717,0,0.005334427574887224,0.013061224489795853,0.00966962127316684,0.005586592178770999,0.001984126984126977,,,,,0.5757575757575758
AVAXUSDT,++++++,0.001984126984126977,0.001984126984126977,,1,0.010833333333333472,0.004534212695795459,0.005334427574887224,0.013061224489795853,0.00966962127316684,0.005586592178770999,,,,0.5757575757575758
AVAXUSDT,++++++,-0.04712871287128717,,-0.04712871287128717,0,0.004534212695795459,0.005334427574887224,0.013061224489795853,0.00966962127316684,0.005586592178770999,0.001984126984126977,,,,0.5757575757575758
AVAXUSDT,+++++++,-0.04712871287128717,,-0.04712871287128717,0,0.010833333333333472,0.004534212695795459,0.005334427574887224,0.013061224489795853,0.00966962127316684,0.005586592178770999,0.001984126984126977,,,0.5757575757575758
AWEUSDT,++,-0.009908256880733934,,-0.009908256880733934,0,0.011323556710599592,0.00036710719530108626,,,,,,,,0.0
AWEUSDT,++,-0.0025009619084263024,,-0.0025009619084263024,0,0.0147376694831991,0.006584043377227067,,,,,,,,0.0
AWEUSDT,++,-0.0003872966692486379,,-0.0003872966692486379,0,0.014355948869223312,0.0011632415664986073,,,,,,,,0.0
AXLUSDT,++,0.01104228386749262,0.01104228386749262,,1,0.0016344320348680164,0.009790590155017709,,,,,,,,0.25
AXLUSDT,++,-0.021310602024507186,,-0.021310602024507186,0,0.009790590155017709,0.01104228386749262,,,,,,,,0.25
AXLUSDT,++,-0.013222190284564506,,-0.013222190284564506,0,0.01270310192023616,0.01487747957993002,,,,,,,,0.25
AXLUSDT,+++,-0.021310602024507186,,-0.021310602024507186,0,0.0016344320348680164,0.009790590155017709,0.01104228386749262,,,,,,,0.25
AXSUSDT,++,0.0064102564102563875,0.0064102564102563875,,1,0.005013497878904705,0.0176515732924023,,,,,,,,0.7
AXSUSDT,++,-0.020981641064068968,,-0.020981641064068968,0,0.0176515732924023,0.0064102564102563875,,,,,,,,0.7
AXSUSDT,++,-0.012863070539419152,,-0.012863070539419152,0,0.007166947723440176,0.00879028882377586,,,,,,,,0.7
AXSUSDT,++,0.004661016949152552,0.004661016949152552,,1,0.02752293577981635,0.00340136054421758,,,,,,,,0.7
AXSUSDT,++,0.003795866722901664,0.003795866722901664,,1,0.00340136054421758,0.004661016949152552,,,,,,,,0.7
AXSUSDT,++,0.0126050420168069,0.0126050420168069,,1,0.004661016949152552,0.003795866722901664,,,,,,,,0.7
AXSUSDT,+++,-0.020981641064068968,,-0.020981641064068968,0,0.005013497878904705,0.0176515732924023,0.0064102564102563875,,,,,,,0.7
AXSUSDT,+++,0.003795866722901664,0.003795866722901664,,1,0.02752293577981635,0.00340136054421758,0.004661016949152552,,,,,,,0.7
AXSUSDT,+++,0.0126050420168069,0.0126050420168069,,1,0.00340136054421758,0.004661016949152552,0.003795866722901664,,,,,,,0.7
AXSUSDT,++++,0.0126050420168069,0.0126050420168069,,1,0.02752293577981635,0.00340136054421758,0.004661016949152552,0.003795866722901664,,,,,,0.7
BABYUSDT,++,-0.027231467473525117,,-0.027231467473525117,0,0.011353032659409124,0.01645394433338465,,,,,,,,0.0
BABYUSDT,++,-0.007811201595479433,,-0.007811201595479433,0,0.006598984771573724,0.011430492519751256,,,,,,,,0.0
